subj,question,response,Opinion,age,gender,ethnicity,ethnicity_TEXT,education,ses,trukID,Condition,DO-BL-DVsandMediators
136,4,7,"It's important that my children have a good life, and if they do then I am doing good in the world. But I can't get so involved in my children's lives that I neglect my friends and my needs. ",21,2,5,,4,8,A2OBUYJS9AVG91,1,instruct|pos_affect|life_satis|neg_affect
137,4,7,"Maria is devoting her life to her children, which gives her life meaning and purpose.  She understands and is willing to do what ever she can to enrich the lives of her children.  ",28,1,5,,2,7,A30RP6ZH470Y96,1,instruct|neg_affect|pos_affect|life_satis
138,4,7,What is going on in Maria's mind is probably just an ease of thinking. She probably has problems just like any other indivividuals. It's just that she takes her life easily and the way she perceives things is with positivity.,28,2,3,,4,6,A3QLRC0K1HG9E0,1,instruct|neg_affect|pos_affect|life_satis
139,4,7,"There are a lot of things going on in Maria's mind with having her children. She isn't worried too about going out, as in going to the movies, parties etc. Her main thoughts are attending to her children's needs and making them happy, therefore every night is spent on that. She never feels lonely.",57,2,5,,4,6,AM737IWSZHAUV,1,instruct|pos_affect|life_satis|neg_affect
140,4,7,"Maria is living a fulfilled life where are children are all that matter to her, so she gains inner peace from that thought. its something like she has inner joy which no one can take from her. she aims to please as much as possible.",27,1,1,,5,8,A26TR1UD7FNB8K,1,instruct|pos_affect|neg_affect|life_satis
141,4,7,I think Maria is happy but she may be in denial with the problems that come with raising children. It sounds like she may be co-dependent but that is beyond my scope. I think she does love her children and her friends but what about her. She thinks she is happy but what makes her happy about her. She spends time doing things for others but what does she do for her.. ,54,1,2,,4,8,ALGT35T85XA2O,1,instruct|neg_affect|pos_affect|life_satis
142,4,5,I think Maria is thinking mostly about her kids and not as much about herself. I think she is thinking about how much of a good parent she is and how her children will turn out well because of it. ,33,2,5,,5,8,A3A30VDLU5H0EN,1,instruct|life_satis|pos_affect|neg_affect
143,4,7,"Maria is content with her life as she is proud of her children. She enjoys spending time with them and they fill her life with joy. When she's not with her children, she's with her friends to add an element of fun and enjoyment into her life.",29,2,5,,2,8,A3TUK8LEEYVQT3,1,instruct|life_satis|pos_affect|neg_affect
144,4,5,"Maria thinks she should take advantage now that the children are still too young to enjoy them .The children will grow up someday and things will be different , she thinks at this point in his life should be devoted to their children and leave their personal goals for the future.",56,1,2,,2,6,A25MAA14V6FLE3,1,instruct|pos_affect|neg_affect|life_satis
145,4,7,Maria is proud of the life she has created around her family and the values with which she raised her children. These factors allow her to be as content as she is and she would not change it for anything.,22,2,5,,4,7,AGDSEH0AGK4RD,1,instruct|pos_affect|neg_affect|life_satis
146,4,7,"Maria seems to be really smart, living her life mostly to help others. she finds comfort in her children and friends. she is very optimistic about her life and she seems to love everyone around her, thus making time to meet and talk to them everyday. ",21,1,1,,4,7,A2TS7RLEQTQP23,1,instruct|neg_affect|life_satis|pos_affect
147,4,7,she is fulfilled and content because her family has become the most important thing in her life. her own wants and needs are secondary to her own. she has found peace in something greater than herself in providing for peoples needs outside of her own.,29,1,5,,2,8,A1946YLS9G3QFT,1,instruct|life_satis|neg_affect|pos_affect
148,4,7,Maria loved her children and always want to spend time with the children. Maria never wanted to miss any small moments with the children. Maria makes sure she spends equal time for the children and her self by catching up with her friends. Maria always thinks about her children's happiness and wants to the best mother.,36,1,3,,5,5,A24JQ4DOIPM3IG,1,instruct|life_satis|pos_affect|neg_affect
149,4,7,Maria finds taking care of her children very enjoyable. She feels happy knowing they are happy. She finds her job (as a mother) fufilling and is an optimistic person. She probably feels great joy pleasing others.,22,2,5,,2,10,A2E1ORN1VWB98S,1,instruct|pos_affect|neg_affect|life_satis
150,4,7,"Her children mean everything to her, and doing things for them is better than doing things for herself. She also has balance which makes it nice, by keeping in touch with her old friends too.",44,2,5,,4,8,ACVEFRSUAPSEQ,1,instruct|life_satis|pos_affect|neg_affect
151,4,7,"Maria is always thinking about her children and how to provide a better life for them. She thinks about what clothes to buy, what food to cook, and what activities to plan to make sure that her children are happy.",21,1,3,,5,4,A1NMEHP0NO6H7B,1,instruct|pos_affect|life_satis|neg_affect
152,4,7,"She must be thinking about how she is getting the best of both ends of the world. She has time for friends and time for kids, which she must think is wonderful. If I had to guess her mind must be filled with how every minute she has something to do that is fullfilling in life",24,2,5,,2,9,A1FP3SH704X01V,1,instruct|neg_affect|pos_affect|life_satis
153,4,6," Maria is in a great mood and generally experiences a lot of pleasant emotions.and planning something for her children’s future.Because it seeks to happiness of her children by herself,So she is not selfish ...... /  /  /  / ",23,2,5,,2,6,A25DP39XRZDLQM,1,instruct|life_satis|neg_affect|pos_affect
154,4,7,I have sneaking suspicion that she is actually doinga fairly good job of deluding herself. She thinks she is happy or wants to try and stay happy for the sake of others(her children) and not herself. I may be wrong but I have hunch that when her kids grow up and leave her that she will go into a deep depression or 'empty nest' syndrome rather quickly due to the illusion of happiness no longer being reinforced in her mind by having her kids around her.,30,1,5,,2,9,A2B338ZP97RA5W,1,instruct|life_satis|pos_affect|neg_affect
155,4,7,"Maria is occupied with the good things in her life, she is focused on family and friends and has locked out the negative aspects outside her comfort zone. She feels joy in taking care of her kids. All in all Maria is living in a world that she has a lot of control of.",53,1,5,,4,8,A3SEWCUP9B9F6P,1,instruct|neg_affect|life_satis|pos_affect
156,4,7,She is thinking about what is best for her children.  She is thinking about the steps to take to make a successful family.  She is thinking about balance and how to acheive it.,38,2,5,,4,5,AKLV0WIZZ356X,1,instruct|life_satis|neg_affect|pos_affect
157,4,7,"Maria is a busy mom, but she enjoys taking care of her children, even though it is sometimes hectic.  She seems to live in the present, appreciate what she has, and thinks about balancing her parenting activities with some personal activities.  She doesn't dwell on negative thoughts.",57,2,5,,8,7,A10MLM4FC27DTW,1,instruct|pos_affect|life_satis|neg_affect
158,4,7,Maria is constantly thinking about what she needs to do next. She is continually trying to please her friends and family and make sure they are taken care of. Maria has a busy life.,24,1,3,,4,8,A38J8J2CUI5BT8,1,instruct|pos_affect|neg_affect|life_satis
159,4,7,Maria is thinking about how fortunate she is to have the love of her children. She thinks about friends and how she is appreciative to have them in her life.   She loves her life and feel blessed to be the person she is and have the life she does. ,53,2,5,,4,8,A19R3D03IAUCLU,1,instruct|pos_affect|neg_affect|life_satis
160,4,7,"Maria finds fulfillment in nurturing the growth of her children. She thinks about them primarily, but also thinks about her need for adult companionship in the form of old friends. ",49,1,5,,4,8,A3D9L5CQXK1YJL,1,instruct|neg_affect|pos_affect|life_satis
161,4,7,"Maria is focused on her children, she wishes to provide a good home and family life for them and she is doing her best to make that happen.  Her biggest fulfillment is her children and seeing them happy, she wants their future to be bright and she does what needs to be done to see tha they have what they need to move forward in life.  Maria is an excellent mother and she seems to put her own needs and wants on the backburner so her childrens needs can be dealt with ahead of anything else.  Maria is the kind of mother every child needs.  Maria takes care of business in the way that a good caring parent should, she protects her childrens interests without a thought for herself and her personal needs at the moment.  Marias children come first and she is to be commended for that, its a good thing when a parent actually takes the time to RAISE their children and see that they become productive and lawful members of society.  Maria, a parent who is an example of what its all about in this life.  Good and true to her family.",50,1,5,,5,7,A2EDBZH2TRUB6T,1,instruct|life_satis|pos_affect|neg_affect
162,4,7,"It's all a state of mind, it doesn't matter whether Maria is almost constantly busy. The preoccupation might contribute to her thinking less about other things that would normally stress people out. but if she feels fulfilled then she will be happy no matter what.",23,1,5,,4,8,AQHEUOC8K27FR,1,instruct|neg_affect|life_satis|pos_affect
